UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2025/03/31T18:11:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,54,74,46,969.63,,26352,0,100,2.28,3.07,3.28,2.28,3.07,3.28,13,13,597.0,166.83,10.87,1.35,0.35,0.35,2.39,3.32,3.7,2.39,3.32,3.7,14,14,574.98,163.2,17.45,1.86,0.3,0.02,
2025/03/31T18:13:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,55,73,46,969.75,0.01,26264,0,220,2.85,3.85,4.49,2.85,3.85,4.49,16,16,648.41,184.81,14.36,2.53,0.9,0.25,3.23,4.05,4.23,3.23,4.05,4.23,17,17,730.47,206.54,14.84,1.05,0.39,0.0,109.74
2025/03/31T18:15:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,55,72,46,969.7,0.01,26264,0,340,3.36,4.14,4.59,3.36,4.14,4.59,17,17,722.28,205.38,14.67,2.12,0.6,0.38,2.98,3.83,4.56,2.98,3.83,4.56,16,16,694.98,193.14,18.88,2.12,1.03,0.46,114.21
2025/03/31T18:17:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,55,72,46,969.76,0.01,26264,0,460,3.3,4.12,5.52,3.3,4.12,5.52,17,17,742.61,206.32,16.09,3.38,1.98,1.09,4.24,5.15,5.54,4.24,5.15,5.54,21,21,859.02,241.0,20.97,2.66,0.47,0.22,120.63
2025/03/31T18:19:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,55,73,46,969.73,0.01,26264,0,580,2.48,3.16,3.38,2.48,3.16,3.38,13,13,648.72,181.1,11.84,0.83,0.24,0.24,2.78,3.74,4.14,2.78,3.74,4.14,16,16,670.03,183.12,16.19,1.83,0.95,0.0,114.10
2025/03/31T18:21:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,55,73,46,969.66,0.01,26264,0,700,3.05,3.83,4.47,3.05,3.83,4.47,16,16,649.63,190.44,15.41,2.93,0.73,0.08,3.56,4.54,5.16,3.56,4.54,5.16,19,19,772.26,221.37,23.12,1.72,1.12,0.35,116.68
2025/03/31T18:23:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,54,72,45,969.74,0.01,26264,0,820,2.22,3.16,3.66,2.22,3.16,3.66,13,13,545.79,155.9,14.93,2.78,0.5,0.5,3.12,4.21,4.64,3.12,4.21,4.64,18,18,699.1,198.91,23.22,1.81,0.64,0.14,116.89
2025/03/31T18:25:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,55,72,46,969.68,0.01,26264,0,940,2.34,2.98,3.75,2.34,2.98,3.75,12,12,589.61,163.93,13.89,2.27,0.98,0.21,3.03,3.68,4.07,3.03,3.68,4.07,15,15,691.98,194.64,16.47,1.08,0.76,0.17,115.12
2025/03/31T18:27:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,55,72,46,969.66,0.01,26264,0,1060,2.79,3.0,3.33,2.79,3.0,3.33,13,13,617.28,175.55,9.98,1.03,0.24,0.0,2.69,3.34,3.57,2.69,3.34,3.57,14,14,623.28,177.48,11.6,1.24,0.29,0.0,115.61
2025/03/31T18:29:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,55,72,46,969.63,0.01,26264,0,1180,2.97,3.63,3.97,2.97,3.63,3.97,15,15,675.15,190.27,11.83,1.73,0.61,0.0,3.11,3.54,3.91,3.11,3.54,3.91,15,15,699.05,199.14,10.82,0.79,0.59,0.0,116.87
2025/03/31T18:31:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,56,72,47,969.61,,26352,0,100,1.73,2.18,2.4,1.73,2.18,2.4,9,9,471.47,130.4,6.91,0.71,0.4,0.31,3.36,4.95,5.34,3.36,4.95,5.34,21,21,781.84,225.27,25.77,2.18,0.82,0.3,
2025/03/31T18:33:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,56,72,47,969.59,0.01,26264,0,220,2.39,3.14,3.32,2.39,3.14,3.32,13,13,596.54,177.66,13.71,0.68,0.17,0.0,3.14,4.12,4.49,3.14,4.12,4.49,17,17,743.74,206.88,16.58,1.95,0.56,0.0,116.42
2025/03/31T18:35:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,56,75,48,969.58,0.01,26264,0,340,2.3,2.89,3.53,2.3,2.89,3.53,12,12,570.95,159.68,13.51,2.07,0.65,0.39,3.63,4.22,4.61,3.63,4.22,4.61,18,18,730.58,211.31,17.31,0.78,0.53,0.36,119.46
2025/03/31T18:37:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,56,76,48,969.48,0.01,26264,0,460,2.84,3.36,3.8,2.84,3.36,3.8,14,14,665.46,186.0,14.38,1.45,0.43,0.0,3.76,4.54,5.31,3.76,4.54,5.31,19,19,765.2,220.17,21.17,2.27,1.19,0.08,122.56
2025/03/31T18:39:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,56,75,48,969.39,0.01,26264,0,580,2.55,2.93,2.93,2.55,2.93,2.93,12,12,603.5,165.43,9.63,0.43,0.0,0.0,2.84,3.7,3.77,2.84,3.7,3.77,15,15,655.63,190.77,12.77,1.25,0.23,0.0,121.45
2025/03/31T18:41:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,72,49,969.26,0.01,26264,0,700,3.15,4.1,4.59,3.15,4.1,4.59,17,17,682.27,195.29,15.2,2.9,0.8,0.42,3.21,3.72,4.18,3.21,3.72,4.18,15,15,716.11,200.25,12.74,1.21,0.61,0.23,121.16
2025/03/31T18:43:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,57,70,47,969.27,0.01,26264,0,820,3.28,3.58,3.95,3.28,3.58,3.95,15,15,666.11,191.47,11.07,1.12,0.46,0.0,3.31,4.48,5.09,3.31,4.48,5.09,19,19,775.86,218.57,20.31,2.24,1.0,0.17,123.84
2025/03/31T18:45:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,69,48,969.27,0.01,26264,0,940,2.77,3.18,3.19,2.77,3.18,3.19,13,13,625.89,176.21,9.84,1.21,0.02,0.0,3.51,4.56,4.61,3.51,4.56,4.61,19,19,792.1,220.63,15.69,0.88,0.08,0.0,124.18
2025/03/31T18:47:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,57,68,46,969.3,0.01,26264,0,1060,2.86,3.37,3.8,2.86,3.37,3.8,14,14,666.41,186.58,10.81,0.92,0.73,0.32,2.83,3.58,3.73,2.83,3.58,3.73,15,15,704.29,196.85,12.41,0.85,0.39,0.0,122.73
2025/03/31T18:49:01z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,57,68,46,969.34,0.01,26264,0,1180,2.68,3.12,4.2,2.68,3.12,4.2,13,13,612.2,175.39,16.83,1.58,1.42,0.56,2.6,3.51,3.74,2.6,3.51,3.74,15,15,648.0,176.04,15.68,1.56,0.23,0.23,121.01
2025/03/31T18:50:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,68,47,969.32,,26352,0,100,3.53,3.96,4.29,3.53,3.96,4.29,16,16,721.33,207.24,13.42,0.69,0.69,0.0,3.89,4.64,4.77,3.89,4.64,4.77,19,19,873.14,239.77,19.95,0.32,0.25,0.0,
2025/03/31T18:52:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,57,68,46,969.31,0.01,26264,0,220,2.62,3.22,3.22,2.62,3.22,3.22,13,13,642.8,176.37,10.53,0.47,0.25,0.0,3.48,3.8,4.11,3.48,3.8,4.11,16,16,743.14,203.57,12.77,0.82,0.45,0.2,120.70
2025/03/31T18:54:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,57,68,46,969.34,0.01,26264,0,340,1.61,2.46,2.96,1.61,2.46,2.96,10,10,494.74,130.98,13.42,1.6,0.89,0.25,2.31,2.86,3.2,2.31,2.86,3.2,12,12,595.53,159.51,12.29,1.15,0.64,0.0,118.98
2025/03/31T18:56:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,68,47,969.4,0.01,26264,0,460,2.11,2.75,3.12,2.11,2.75,3.12,11,11,536.68,147.57,12.46,0.89,0.5,0.29,2.78,3.36,3.8,2.78,3.36,3.8,14,14,694.32,189.25,14.75,1.61,0.71,0.0,118.77
2025/03/31T18:58:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,68,47,969.38,0.01,25952,0,580,2.16,2.79,2.98,2.16,2.79,2.98,12,12,561.0,153.24,11.64,0.33,0.16,0.16,2.93,3.44,3.84,2.93,3.44,3.84,14,14,671.32,185.47,13.18,1.05,0.39,0.0,119.74
2025/03/31T19:00:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,68,47,969.49,0.01,26264,0,700,2.12,2.8,3.17,2.12,2.8,3.17,12,12,540.61,150.34,13.8,1.08,0.68,0.42,2.49,3.12,4.09,2.49,3.12,4.09,13,13,635.11,174.98,15.19,2.39,1.53,0.18,118.28
2025/03/31T19:02:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,68,47,969.42,0.01,26264,0,820,2.28,2.59,3.05,2.28,2.59,3.05,11,11,576.31,160.97,8.16,1.17,0.64,0.0,2.41,2.83,3.24,2.41,2.83,3.24,12,12,611.48,168.57,10.84,1.29,0.47,0.0,116.96
2025/03/31T19:04:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,57,68,46,969.5,0.01,26264,0,940,2.09,3.02,3.36,2.09,3.02,3.36,13,13,541.61,152.75,14.8,2.16,0.46,0.25,2.59,2.97,3.42,2.59,2.97,3.42,12,12,624.71,171.05,10.08,0.85,0.59,0.42,118.83
2025/03/31T19:06:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,57,68,46,969.41,0.01,26080,0,1060,1.91,2.71,3.16,1.91,2.71,3.16,11,11,516.52,141.34,12.93,1.74,0.6,0.0,2.51,2.95,3.31,2.51,2.95,3.31,12,12,581.49,164.03,12.51,1.34,0.59,0.0,115.69
2025/03/31T19:08:42z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,67,47,969.34,0.01,26264,0,1180,2.22,2.78,3.69,2.22,2.78,3.69,12,12,560.9,156.34,13.48,2.0,1.09,0.4,2.47,3.05,3.81,2.47,3.05,3.81,13,13,587.26,167.84,15.33,1.6,1.18,0.25,115.34
2025/03/31T19:10:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,57,68,46,969.3,,26352,0,100,2.07,2.91,3.36,2.07,2.91,3.36,12,12,576.13,154.4,12.11,1.78,0.76,0.0,2.39,3.11,3.48,2.39,3.11,3.48,13,13,570.61,164.61,13.34,1.32,0.43,0.0,
2025/03/31T19:12:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,66,48,969.3,0.01,26264,0,220,2.54,3.14,3.75,2.54,3.14,3.75,13,13,609.25,171.63,9.44,2.14,1.12,0.41,2.79,3.18,3.37,2.79,3.18,3.37,13,13,623.32,175.26,15.79,0.51,0.37,0.0,116.76
2025/03/31T19:14:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,65,47,969.22,0.01,26264,0,340,2.68,3.27,3.68,2.68,3.27,3.68,14,14,684.96,182.79,12.05,0.7,0.45,0.2,3.36,4.07,4.86,3.36,4.07,4.86,17,17,735.66,212.9,17.41,2.27,1.24,0.0,119.98
2025/03/31T19:16:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,66,46,969.16,0.01,26264,0,460,3.21,3.93,4.07,3.21,3.93,4.07,16,16,703.18,202.79,13.16,0.8,0.36,0.18,3.08,3.73,4.02,3.08,3.73,4.02,16,16,677.34,197.71,14.02,1.56,0.42,0.17,123.28
2025/03/31T19:18:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,65,46,969.14,0.01,26264,0,580,2.93,3.53,3.87,2.93,3.53,3.87,15,15,708.0,194.33,9.33,1.05,0.5,0.28,3.33,4.12,4.67,3.33,4.12,4.67,17,17,739.03,213.98,20.1,1.67,0.69,0.0,122.53
2025/03/31T19:20:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,66,46,969.03,0.01,26264,0,700,2.9,3.17,3.85,2.9,3.17,3.85,13,13,668.3,187.13,11.22,1.03,0.83,0.38,3.63,4.12,4.46,3.63,4.12,4.46,17,17,730.89,217.82,13.09,1.0,0.61,0.0,122.80
2025/03/31T19:22:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,65,46,969.01,0.01,26264,0,820,2.93,3.5,3.59,2.93,3.5,3.59,15,15,667.34,187.24,12.69,0.6,0.43,0.22,3.4,4.22,4.84,3.4,4.22,4.84,18,18,711.62,209.19,22.64,2.47,0.86,0.36,121.40
2025/03/31T19:24:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,66,46,969.01,0.01,26264,0,940,3.41,3.79,4.04,3.41,3.79,4.04,16,16,746.68,205.04,10.98,1.12,0.23,0.0,3.36,4.03,4.17,3.36,4.03,4.17,17,17,732.81,212.76,11.12,0.22,0.22,0.0,121.78
2025/03/31T19:26:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,66,46,968.83,0.01,26264,0,1060,2.28,2.62,2.74,2.28,2.62,2.74,11,11,535.24,151.69,9.67,0.81,0.12,0.03,2.31,3.0,3.0,2.31,3.0,3.0,13,13,607.55,171.43,13.55,0.64,0.0,0.0,116.56
2025/03/31T19:28:22z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,66,46,968.66,0.01,26264,0,1180,3.66,4.32,4.69,3.66,4.32,4.69,18,18,789.25,223.53,15.2,0.92,0.64,0.25,4.0,4.81,5.16,4.0,4.81,5.16,20,20,826.76,239.31,19.14,1.21,0.76,0.0,118.20
2025/03/31T19:30:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,66,47,968.64,,26352,0,100,2.98,3.41,4.04,2.98,3.41,4.04,14,14,670.04,188.91,11.76,1.52,0.76,0.52,3.25,3.77,3.89,3.25,3.77,3.89,16,16,705.2,198.64,11.82,1.16,0.3,0.0,
2025/03/31T19:32:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,65,47,968.63,0.01,26264,0,220,3.58,4.2,4.54,3.58,4.2,4.54,18,18,796.58,223.32,13.36,1.31,0.34,0.34,3.56,4.37,4.74,3.56,4.37,4.74,18,18,777.05,218.19,16.23,2.09,0.6,0.0,121.32
2025/03/31T19:34:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,64,46,968.7,0.01,26264,0,340,3.86,4.65,5.32,3.86,4.65,5.32,19,19,812.84,233.26,19.42,1.98,1.14,0.65,3.88,4.4,5.18,3.88,4.4,5.18,18,18,823.45,232.45,17.18,1.22,0.93,0.22,123.49
2025/03/31T19:36:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,65,47,968.54,0.01,26264,0,460,3.19,4.37,4.63,3.19,4.37,4.63,18,18,745.47,213.37,15.95,2.0,0.3,0.0,4.17,5.2,5.59,4.17,5.2,5.59,22,22,870.2,240.68,21.49,2.2,0.83,0.0,124.09
2025/03/31T19:38:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,65,47,968.44,0.01,26264,0,580,2.91,3.59,3.81,2.91,3.59,3.81,15,15,638.48,180.28,12.9,1.45,0.43,0.0,3.53,4.24,6.33,3.53,4.24,6.33,18,18,775.19,217.09,23.59,4.34,3.57,0.24,120.20
2025/03/31T19:40:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,60,63,47,968.38,0.01,26264,0,700,3.92,4.65,4.93,3.92,4.65,4.93,19,19,806.9,228.57,19.57,1.33,0.5,0.08,4.32,4.95,5.33,4.32,4.95,5.33,21,21,899.0,251.42,20.28,1.14,0.49,0.0,124.39
2025/03/31T19:42:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,65,46,968.34,0.01,26264,0,820,2.72,3.28,4.24,2.72,3.28,4.24,14,14,598.97,173.07,14.95,2.53,1.5,0.6,3.59,4.1,4.64,3.59,4.1,4.64,17,17,785.17,217.12,15.26,1.5,1.31,0.0,121.53
2025/03/31T19:44:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,65,46,968.42,0.01,26264,0,940,2.77,3.16,3.89,2.77,3.16,3.89,13,13,617.89,177.65,10.81,1.6,1.19,0.47,2.68,3.27,3.47,2.68,3.27,3.47,14,14,621.86,175.14,15.46,0.73,0.47,0.0,116.52
2025/03/31T19:46:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,65,47,968.46,0.01,26264,0,1060,2.72,3.3,3.32,2.72,3.3,3.32,14,14,651.89,182.98,8.25,0.21,0.02,0.0,2.9,3.41,4.78,2.9,3.41,4.78,14,14,648.93,184.53,16.57,2.78,1.9,0.22,114.86
2025/03/31T19:48:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,65,47,968.48,0.01,26264,0,1180,2.49,2.98,3.27,2.49,2.98,3.27,12,12,594.1,163.66,9.64,1.31,0.36,0.17,3.51,3.93,4.51,3.51,3.93,4.51,16,16,727.32,207.46,17.02,1.42,0.79,0.21,116.60
2025/03/31T19:49:43z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,65,47,968.46,,26352,0,100,2.39,3.2,3.87,2.39,3.2,3.87,13,13,581.61,162.0,14.2,1.85,0.8,0.59,2.41,2.86,3.77,2.41,2.86,3.77,12,12,586.77,167.39,13.52,2.18,1.14,0.0,
2025/03/31T19:51:43z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,58,66,46,968.45,0.01,26264,0,220,2.57,2.98,3.34,2.57,2.98,3.34,12,12,603.72,171.17,10.48,0.95,0.64,0.17,2.28,3.0,4.18,2.28,3.0,4.18,13,13,582.05,163.33,16.91,2.32,2.11,0.0,111.90
2025/03/31T19:53:43z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,65,47,968.35,0.01,26264,0,340,2.47,3.05,4.05,2.47,3.05,4.05,13,13,626.42,174.42,13.6,1.96,1.42,0.44,2.27,2.78,3.64,2.27,2.78,3.64,12,12,576.36,155.61,11.31,1.86,1.42,0.22,105.64
2025/03/31T19:55:43z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,60,65,48,968.47,0.01,26264,0,460,2.91,3.36,3.46,2.91,3.36,3.46,14,14,660.96,184.93,11.11,1.18,0.23,0.04,3.55,4.23,4.62,3.55,4.23,4.62,18,18,792.9,214.58,21.23,1.45,0.45,0.37,113.75
