UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2025/04/03T21:22:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,59,59,44,976.35,0.01,26264,0,340,0.63,0.79,1.44,0.63,0.79,1.44,3,3,364.0,108.32,6.19,1.23,0.81,0.39,1.14,1.9,2.88,1.14,1.9,2.88,8,8,391.73,107.25,12.46,2.37,1.29,0.41,118.05
2025/04/03T21:24:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,60,58,45,976.49,0.01,26264,0,460,0.8,1.18,1.64,0.8,1.18,1.64,5,5,378.32,107.43,8.64,0.88,0.82,0.23,0.83,1.15,1.39,0.83,1.15,1.39,5,5,341.75,89.29,6.71,0.9,0.49,0.0,122.47
2025/04/03T21:26:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,60,57,44,976.44,0.01,26264,0,580,0.91,1.57,1.69,0.91,1.57,1.69,7,7,402.31,110.24,9.48,1.6,0.24,0.0,1.53,2.05,2.24,1.53,2.05,2.24,9,9,437.07,126.9,10.34,0.43,0.43,0.0,127.56
2025/04/03T21:28:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,61,56,45,976.38,0.01,26264,0,700,0.6,1.02,1.07,0.6,1.02,1.07,4,4,332.4,89.12,5.77,0.45,0.25,0.0,1.03,1.48,2.16,1.03,1.48,2.16,6,6,338.28,99.72,7.74,1.31,1.1,0.43,121.92
2025/04/03T21:30:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,54,45,976.46,0.01,26264,0,820,1.17,1.55,1.67,1.17,1.55,1.67,6,6,456.0,130.66,8.41,0.91,0.36,0.0,0.91,1.24,1.48,0.91,1.24,1.48,5,5,316.5,90.59,7.71,1.41,0.74,0.09,123.91
2025/04/03T21:32:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,53,45,976.47,0.01,26264,0,940,0.61,0.91,1.0,0.61,0.91,1.0,4,4,348.64,98.21,5.73,0.25,0.25,0.0,1.0,1.44,1.75,1.0,1.44,1.75,6,6,352.63,97.37,7.9,1.14,0.46,0.37,125.66
2025/04/03T21:34:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,53,44,976.53,0.01,26264,0,1060,0.86,1.12,1.33,0.86,1.12,1.33,5,5,342.62,98.14,7.66,0.64,0.17,0.17,1.1,1.33,1.83,1.1,1.33,1.83,6,6,368.22,100.43,6.53,0.93,0.69,0.07,126.06
2025/04/03T21:36:21z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,53,44,976.57,0.01,26264,0,1180,0.92,1.27,1.44,0.92,1.27,1.44,5,5,382.17,104.34,6.1,0.66,0.17,0.17,1.04,1.21,1.51,1.04,1.21,1.51,5,5,323.11,94.33,7.58,0.33,0.33,0.12,126.93
2025/04/03T21:38:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,53,45,976.63,,26352,0,100,1.0,1.46,1.46,1.0,1.46,1.46,6,6,394.96,106.3,8.41,0.0,0.0,0.0,1.3,1.52,1.84,1.3,1.52,1.84,6,6,371.11,107.95,8.2,0.43,0.43,0.0,
2025/04/03T21:40:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,52,45,976.53,0.01,26264,0,220,0.95,1.22,1.57,0.95,1.22,1.57,5,5,402.83,115.9,7.26,1.07,0.26,0.26,1.09,1.66,2.07,1.09,1.66,2.07,7,7,346.77,103.77,9.88,1.3,0.66,0.18,122.19
2025/04/03T21:42:02z,c8:c9:a3:f:85:30,7.04,3.0+OPENLOG+31164 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,62,53,44,976.52,0.01,26264,0,340,0.82,1.12,1.35,0.82,1.12,1.35,5,5,384.74,107.89,7.86,0.89,0.44,0.0,1.18,1.4,1.58,1.18,1.4,1.58,6,6,365.6,100.72,6.73,0.57,0.22,0.0,125.43
